sale_id,product_id,customer_id,store_id,sale_date,quantity,unit_price,total_amount
129,23,960,8,2023-12-11,3,259.5,778.5
130,8,194,2,2024-05-15,1,322.78,322.78
131,9,345,3,2024-02-20,3,226.05,678.15
132,1,508,16,2024-09-22,5,107.48,537.4
133,5,413,2,2024-09-03,3,107.02,321.06
134,28,963,11,2024-08-10,3,406.72,1220.16
135,2,170,4,2023-08-28,5,138.27,691.35
136,41,76,17,2024-05-08,3,172.46,517.38
137,19,175,2,2023-05-11,2,203.07,406.14
138,35,336,3,2024-11-23,3,367.83,1103.49
139,50,345,6,2023-09-13,5,351.37,1756.85
140,13,30,13,2024-09-05,4,183.21,732.84
141,31,215,12,2024-02-05,5,249.7,1248.5
142,36,135,20,2024-02-28,5,488.38,2441.9
143,42,929,15,2023-06-02,2,147.62,295.24
144,4,237,6,2023-01-29,3,315.3,945.9
145,24,103,4,2024-07-17,3,447.75,1343.25
146,50,458,17,2023-05-26,3,351.37,1054.11
147,39,802,2,2023-08-17,2,391.69,783.38
148,18,147,16,2023-04-17,4,200.41,801.64
149,27,174,15,2023-04-27,3,99.84,299.52
150,28,834,19,2023-08-20,1,406.72,406.72
151,32,566,9,2024-11-24,2,385.42,770.84
152,21,571,20,2023-05-15,3,441.38,1324.14
153,25,371,17,2024-07-23,2,260.99,521.98
154,36,191,2,2023-12-09,4,488.38,1953.52
155,21,774,12,2023-12-04,2,441.38,882.76
156,36,658,10,2023-02-09,2,488.38,976.76
157,28,892,3,2023-08-15,3,406.72,1220.16
158,38,303,17,2024-11-18,1,23.93,23.93
159,44,294,15,2023-11-26,4,472.09,1888.36
160,27,89,16,2023-02-10,3,99.84,299.52
161,39,497,20,2023-08-14,2,391.69,783.38
162,44,51,19,2024-08-18,1,472.09,472.09
163,31,819,5,2024-08-25,3,249.7,749.1
164,50,645,17,2024-02-18,3,351.37,1054.11
165,2,366,9,2023-07-10,5,138.27,691.35
166,7,294,5,2023-03-23,5,225.41,1127.05
167,38,728,19,2024-09-12,5,23.93,119.65
168,13,348,12,2023-10-08,2,183.21,366.42
169,11,285,14,2024-02-06,4,497.06,1988.24
170,23,529,11,2023-11-05,2,259.5,519.0
171,15,573,12,2024-08-28,1,170.46,170.46
172,26,917,13,2023-12-13,3,347.15,1041.45
173,4,296,19,2023-10-06,4,315.3,1261.2
174,29,814,1,2024-05-06,3,28.27,84.81
175,39,649,8,2024-09-26,4,391.69,1566.76
176,21,497,7,2024-10-27,5,441.38,2206.9
177,3,565,17,2023-02-02,1,276.91,276.91
178,20,423,16,2023-04-16,4,286.8,1147.2
179,27,494,14,2024-06-23,4,99.84,399.36
180,17,234,18,2024-02-18,5,20.05,100.25
181,24,673,16,2024-02-19,3,447.75,1343.25
182,38,121,10,2024-01-04,4,23.93,95.72
183,5,548,15,2023-12-23,1,107.02,107.02
184,20,307,15,2024-07-23,1,286.8,286.8
185,44,684,7,2024-06-05,5,472.09,2360.45
186,32,548,5,2023-02-16,2,385.42,770.84
187,36,26,5,2024-08-19,5,488.38,2441.9
188,44,242,8,2023-12-13,3,472.09,1416.27
189,24,58,20,2024-06-03,1,447.75,447.75
190,49,925,12,2024-07-08,4,75.66,302.64
191,13,2,3,2024-08-24,1,183.21,183.21
192,20,502,19,2024-09-03,5,286.8,1434.0
193,33,775,3,2024-10-04,5,269.05,1345.25
194,29,401,7,2024-04-29,1,28.27,28.27
195,22,892,14,2023-10-06,5,185.61,928.05
196,34,468,20,2023-09-02,1,418.02,418.02
197,17,848,20,2024-02-29,2,20.05,40.1
198,49,304,2,2023-09-19,2,75.66,151.32
199,32,686,9,2024-03-18,3,385.42,1156.26
200,5,992,6,2023-02-18,2,107.02,214.04
201,28,839,2,2023-04-15,4,406.72,1626.88
202,37,405,8,2023-10-19,1,220.89,220.89
203,50,970,1,2023-01-20,3,351.37,1054.11
204,41,625,13,2024-06-06,1,172.46,172.46
205,34,906,11,2023-05-23,5,418.02,2090.1
206,36,756,10,2024-11-14,3,488.38,1465.14
207,1,441,15,2023-04-26,3,107.48,322.44
208,20,161,6,2024-02-17,4,286.8,1147.2
209,15,572,20,2024-10-14,5,170.46,852.3
210,25,246,19,2023-11-09,4,260.99,1043.96
211,50,923,10,2024-05-13,3,351.37,1054.11
212,48,723,6,2024-09-12,4,194.93,779.72
213,34,809,16,2023-01-10,3,418.02,1254.06
214,21,726,6,2024-08-01,3,441.38,1324.14
215,46,318,1,2024-10-23,2,122.91,245.82
216,47,188,2,2023-03-05,2,163.54,327.08
217,16,828,2,2024-06-27,2,170.47,340.94
218,2,451,12,2023-09-15,4,138.27,553.08
219,20,703,9,2024-05-06,1,286.8,286.8
220,40,610,14,2023-05-03,2,263.4,526.8
221,17,188,18,2023-04-01,2,20.05,40.1
222,2,297,14,2024-02-16,3,138.27,414.81
223,15,5,14,2023-04-18,5,170.46,852.3
224,29,249,6,2024-05-31,5,28.27,141.35
225,30,503,10,2024-04-30,3,193.36,580.08
226,45,675,6,2024-01-16,1,189.04,189.04
227,37,905,7,2024-07-01,5,220.89,1104.45
228,22,210,15,2023-11-01,4,185.61,742.44
229,25,34,16,2024-03-03,4,260.99,1043.96
230,50,120,5,2024-08-16,3,351.37,1054.11
231,15,908,10,2024-04-30,3,170.46,511.38
232,24,351,5,2023-02-02,1,447.75,447.75
233,28,59,13,2024-08-26,4,406.72,1626.88
234,3,82,8,2024-06-22,5,276.91,1384.55
235,45,18,13,2023-04-13,4,189.04,756.16
236,20,404,5,2023-07-02,1,286.8,286.8
237,44,898,12,2024-10-04,3,472.09,1416.27
238,40,198,9,2024-08-01,1,263.4,263.4
239,16,487,2,2024-10-19,5,170.47,852.35
240,12,400,19,2024-04-13,3,78.4,235.2
241,28,517,11,2023-06-18,4,406.72,1626.88
242,36,302,15,2023-07-23,4,488.38,1953.52
243,21,870,17,2023-02-02,1,441.38,441.38
244,43,760,4,2023-04-24,4,6.21,24.84
245,22,367,19,2023-09-19,2,185.61,371.22
246,38,32,19,2024-07-23,1,23.93,23.93
247,6,583,12,2023-02-04,3,382.22,1146.66
248,9,513,13,2023-12-25,5,226.05,1130.25
249,29,587,10,2023-09-05,2,28.27,56.54
250,49,96,20,2023-10-23,5,75.66,378.3
251,27,230,11,2024-07-19,5,99.84,499.2
252,45,169,10,2023-03-11,3,189.04,567.12
253,1,895,9,2024-07-18,5,107.48,537.4
254,17,222,14,2023-10-13,1,20.05,20.05
255,12,850,9,2023-04-26,5,78.4,392.0
256,46,354,6,2024-01-15,4,122.91,491.64
257,13,192,9,2023-01-16,4,183.21,732.84
258,43,394,10,2023-02-06,1,6.21,6.21
259,45,321,2,2024-09-10,1,189.04,189.04
260,8,942,19,2024-06-26,4,322.78,1291.12
261,13,335,1,2023-04-24,1,183.21,183.21
262,19,472,1,2023-02-16,3,203.07,609.21
263,34,845,3,2023-09-28,1,418.02,418.02
264,16,816,15,2023-06-01,1,170.47,170.47
265,38,703,6,2024-10-20,4,23.93,95.72
266,33,539,6,2024-05-07,1,269.05,269.05
267,10,461,10,2024-07-04,1,122.08,122.08
268,48,83,2,2024-09-12,5,194.93,974.65
269,46,871,13,2023-06-10,2,122.91,245.82
270,10,415,14,2023-03-22,5,122.08,610.4
271,38,254,5,2023-08-11,3,23.93,71.79
272,26,884,10,2024-10-12,1,347.15,347.15
273,7,946,10,2023-07-26,2,225.41,450.82
274,8,826,11,2023-09-08,1,322.78,322.78
275,17,338,9,2024-05-18,4,20.05,80.2
276,19,501,14,2024-08-02,3,203.07,609.21
277,39,487,13,2024-10-15,4,391.69,1566.76
278,48,807,11,2023-12-01,3,194.93,584.79
279,37,273,19,2023-12-24,4,220.89,883.56
280,6,637,3,2023-02-12,3,382.22,1146.66
281,14,672,7,2024-11-22,4,118.89,475.56
282,33,359,9,2023-11-17,2,269.05,538.1
283,29,311,14,2024-01-15,2,28.27,56.54
284,17,691,4,2023-04-01,2,20.05,40.1
285,41,684,12,2024-08-28,2,172.46,344.92
286,25,130,12,2024-10-10,1,260.99,260.99
287,22,649,1,2023-06-12,5,185.61,928.05
288,4,809,16,2024-11-18,1,315.3,315.3
289,21,962,19,2024-02-28,3,441.38,1324.14
290,1,616,18,2023-12-22,3,107.48,322.44
291,24,200,18,2024-11-28,4,447.75,1791.0
292,27,198,18,2023-10-19,3,99.84,299.52
293,31,244,8,2024-03-16,2,249.7,499.4
294,44,348,6,2023-07-16,4,472.09,1888.36
295,50,109,15,2023-09-24,5,351.37,1756.85
296,7,193,7,2024-03-22,5,225.41,1127.05
297,2,40,10,2024-09-01,3,138.27,414.81
298,17,427,11,2023-08-08,1,20.05,20.05
299,50,547,16,2024-03-24,1,351.37,351.37
300,43,856,18,2023-01-23,1,6.21,6.21
301,50,83,11,2024-07-15,4,351.37,1405.48
302,4,349,17,2024-06-06,1,315.3,315.3
303,5,358,4,2023-06-05,2,107.02,214.04
304,2,567,9,2024-11-29,4,138.27,553.08
305,20,84,3,2023-02-04,5,286.8,1434.0
306,39,871,8,2023-10-26,4,391.69,1566.76
307,14,237,15,2024-10-30,3,118.89,356.67
308,4,476,1,2023-10-23,3,315.3,945.9
309,5,401,8,2023-06-22,3,107.02,321.06
310,11,496,6,2023-09-09,3,497.06,1491.18
311,27,815,19,2024-07-24,4,99.84,399.36
312,46,253,9,2023-07-03,4,122.91,491.64
313,43,220,1,2024-11-14,1,6.21,6.21
314,44,417,1,2024-04-21,3,472.09,1416.27
315,12,935,4,2024-08-25,2,78.4,156.8
316,38,905,10,2024-05-04,2,23.93,47.86
317,8,927,9,2024-10-06,4,322.78,1291.12
318,25,821,13,2024-11-22,3,260.99,782.97
319,36,32,18,2024-07-05,4,488.38,1953.52
320,34,632,6,2023-01-23,5,418.02,2090.1
321,24,375,14,2023-06-12,5,447.75,2238.75
322,12,299,16,2023-02-11,2,78.4,156.8
323,33,691,11,2024-08-28,1,269.05,269.05
324,3,878,16,2024-05-13,2,276.91,553.82
325,22,109,16,2023-10-05,4,185.61,742.44
326,13,484,5,2024-02-18,2,183.21,366.42
327,49,598,4,2023-06-17,4,75.66,302.64
328,47,160,2,2024-04-25,4,163.54,654.16
329,34,532,6,2023-02-16,5,418.02,2090.1
330,3,224,18,2024-09-15,2,276.91,553.82
331,10,152,13,2024-11-02,2,122.08,244.16
332,31,426,8,2024-06-09,1,249.7,249.7
333,49,863,12,2023-07-28,2,75.66,151.32
334,29,536,12,2023-06-21,3,28.27,84.81
335,50,194,15,2023-01-02,3,351.37,1054.11
336,45,693,15,2023-06-27,2,189.04,378.08
337,23,467,1,2024-11-23,1,259.5,259.5
338,40,544,14,2024-09-18,5,263.4,1317.0
339,11,966,3,2023-10-28,1,497.06,497.06
340,50,623,13,2023-04-28,4,351.37,1405.48
341,15,803,19,2023-06-17,5,170.46,852.3
342,32,698,20,2024-06-21,2,385.42,770.84
343,30,474,20,2024-05-22,5,193.36,966.8
344,3,630,14,2023-12-02,5,276.91,1384.55
345,25,869,14,2024-05-06,4,260.99,1043.96
346,35,949,3,2024-04-21,5,367.83,1839.15
347,10,315,12,2024-04-07,4,122.08,488.32
348,31,111,14,2024-02-12,4,249.7,998.8
349,49,765,17,2024-03-21,2,75.66,151.32
350,38,627,10,2024-04-30,4,23.93,95.72
351,47,416,3,2023-09-21,2,163.54,327.08
352,5,320,13,2024-06-20,2,107.02,214.04
353,29,673,19,2023-03-03,3,28.27,84.81
354,9,616,12,2024-02-15,5,226.05,1130.25
355,19,962,8,2023-07-28,5,203.07,1015.35
356,31,864,3,2023-10-17,4,249.7,998.8
357,3,933,14,2024-05-15,2,276.91,553.82
358,44,535,14,2024-09-07,4,472.09,1888.36
359,29,979,19,2023-07-31,4,28.27,113.08
360,38,204,12,2024-07-15,5,23.93,119.65
361,27,87,16,2024-09-05,4,99.84,399.36
362,27,220,2,2023-05-26,4,99.84,399.36
363,6,541,6,2024-02-06,5,382.22,1911.1
364,41,228,13,2024-02-23,1,172.46,172.46
365,36,185,10,2024-02-10,3,488.38,1465.14
366,7,894,11,2024-03-23,1,225.41,225.41
367,49,539,18,2023-08-30,5,75.66,378.3
368,25,494,6,2024-05-05,2,260.99,521.98
369,17,390,18,2023-08-24,2,20.05,40.1
370,2,114,19,2023-12-28,2,138.27,276.54
371,25,963,14,2024-02-22,1,260.99,260.99
372,11,843,1,2024-06-03,4,497.06,1988.24
373,31,301,5,2024-02-27,5,249.7,1248.5
374,27,999,18,2023-05-15,5,99.84,499.2
375,7,804,15,2023-02-07,5,225.41,1127.05
376,45,692,13,2023-01-21,1,189.04,189.04
377,4,528,6,2023-11-22,1,315.3,315.3
378,40,940,20,2023-01-06,5,263.4,1317.0
379,3,94,4,2024-06-15,4,276.91,1107.64
380,50,578,6,2023-06-07,5,351.37,1756.85
381,17,777,1,2023-04-17,4,20.05,80.2
382,44,900,17,2023-07-15,3,472.09,1416.27
383,28,254,15,2024-05-09,4,406.72,1626.88
384,30,936,12,2024-01-06,4,193.36,773.44
385,17,332,5,2023-03-15,5,20.05,100.25
386,9,780,5,2023-11-06,5,226.05,1130.25
387,42,254,3,2024-05-08,2,147.62,295.24
388,5,130,19,2023-04-19,1,107.02,107.02
389,8,946,10,2024-09-18,5,322.78,1613.9
390,13,572,14,2023-10-07,1,183.21,183.21
391,34,590,1,2023-12-18,3,418.02,1254.06
392,35,546,5,2024-08-29,1,367.83,367.83
393,42,748,15,2024-04-26,5,147.62,738.1
394,1,652,19,2023-11-10,5,107.48,537.4
395,18,732,20,2023-05-18,4,200.41,801.64
396,45,412,9,2024-05-05,4,189.04,756.16
397,22,849,15,2024-03-08,5,185.61,928.05
398,36,109,15,2023-09-18,4,488.38,1953.52
399,46,460,19,2023-07-12,5,122.91,614.55
400,5,461,7,2023-11-23,4,107.02,428.08
401,26,58,8,2024-06-19,5,347.15,1735.75
402,43,607,16,2024-04-13,2,6.21,12.42
403,13,682,12,2023-11-14,4,183.21,732.84
404,2,266,11,2024-01-10,3,138.27,414.81
405,33,640,10,2024-08-17,4,269.05,1076.2
406,47,686,4,2024-03-12,5,163.54,817.7
407,11,106,19,2024-09-12,3,497.06,1491.18
408,30,429,1,2023-06-03,3,193.36,580.08
409,5,767,19,2023-07-01,4,107.02,428.08
410,36,942,16,2023-10-23,1,488.38,488.38
411,32,811,14,2023-08-03,4,385.42,1541.68
412,29,162,4,2023-05-05,2,28.27,56.54
413,33,905,13,2024-03-21,1,269.05,269.05
414,3,714,6,2023-08-09,2,276.91,553.82
415,34,955,19,2024-06-05,2,418.02,836.04
416,10,63,11,2024-10-25,5,122.08,610.4
417,30,11,20,2023-06-15,1,193.36,193.36
418,41,2,12,2023-07-31,5,172.46,862.3
419,38,799,18,2024-01-27,4,23.93,95.72
420,38,274,6,2024-05-16,5,23.93,119.65
421,49,566,9,2024-04-12,5,75.66,378.3
422,48,918,5,2023-08-05,1,194.93,194.93
423,35,115,2,2023-05-19,4,367.83,1471.32
424,32,140,13,2023-04-14,5,385.42,1927.1
425,49,854,1,2024-10-16,5,75.66,378.3
426,3,627,8,2023-04-18,4,276.91,1107.64
427,33,598,5,2023-09-02,4,269.05,1076.2
428,30,373,3,2023-04-13,1,193.36,193.36
429,25,573,8,2023-06-01,1,260.99,260.99
430,47,883,4,2023-05-20,1,163.54,163.54
431,47,818,17,2023-07-25,4,163.54,654.16
432,20,801,16,2024-09-04,3,286.8,860.4
433,40,260,8,2023-04-15,3,263.4,790.2
434,50,67,8,2023-05-02,4,351.37,1405.48
435,30,395,20,2024-07-22,1,193.36,193.36
436,41,60,17,2024-08-28,3,172.46,517.38
437,32,630,16,2023-05-29,2,385.42,770.84
438,38,144,15,2024-08-01,1,23.93,23.93
439,28,874,15,2023-08-03,3,406.72,1220.16
440,31,464,15,2024-04-20,2,249.7,499.4
441,32,75,12,2023-01-31,2,385.42,770.84
442,9,846,6,2023-02-14,1,226.05,226.05
443,25,201,6,2024-05-05,5,260.99,1304.95
444,31,894,7,2024-11-25,4,249.7,998.8
445,11,238,1,2023-06-14,2,497.06,994.12
446,37,470,20,2024-06-20,2,220.89,441.78
447,24,732,4,2024-08-18,3,447.75,1343.25
448,30,867,12,2023-04-10,4,193.36,773.44
449,22,690,3,2023-10-16,3,185.61,556.83
450,18,579,16,2023-05-20,5,200.41,1002.05
451,42,385,13,2024-03-02,1,147.62,147.62
452,24,360,5,2023-10-08,5,447.75,2238.75
453,28,669,2,2023-01-22,4,406.72,1626.88
454,16,302,8,2023-03-16,3,170.47,511.41
455,50,632,11,2024-04-23,5,351.37,1756.85
456,49,699,4,2024-10-07,4,75.66,302.64
457,46,417,6,2024-09-15,5,122.91,614.55
458,33,131,13,2024-07-07,4,269.05,1076.2
459,39,184,1,2024-01-11,3,391.69,1175.07
460,41,527,1,2024-08-04,2,172.46,344.92
461,33,63,9,2024-06-15,4,269.05,1076.2
462,41,897,18,2023-09-19,1,172.46,172.46
463,44,945,7,2023-06-09,1,472.09,472.09
464,31,455,14,2024-08-21,2,249.7,499.4
465,36,599,16,2024-08-11,3,488.38,1465.14
466,34,577,11,2023-06-19,1,418.02,418.02
467,25,239,6,2024-03-28,1,260.99,260.99
468,12,940,18,2024-03-13,2,78.4,156.8
469,27,581,4,2023-11-10,3,99.84,299.52
470,37,719,18,2023-04-15,4,220.89,883.56
471,37,697,5,2023-04-02,2,220.89,441.78
472,26,424,20,2023-10-17,5,347.15,1735.75
473,36,51,15,2023-01-10,4,488.38,1953.52
474,33,609,18,2024-09-19,5,269.05,1345.25
475,49,768,19,2024-05-08,4,75.66,302.64
476,1,287,1,2024-09-24,5,107.48,537.4
477,45,165,14,2023-06-11,5,189.04,945.2
478,26,560,15,2024-10-11,4,347.15,1388.6
479,15,129,1,2023-07-23,2,170.46,340.92
480,46,401,11,2024-04-26,3,122.91,368.73
481,48,458,11,2023-07-06,3,194.93,584.79
482,42,530,8,2023-08-30,3,147.62,442.86
483,24,379,19,2024-04-02,1,447.75,447.75
484,48,77,3,2024-08-18,2,194.93,389.86
485,43,567,16,2023-10-06,4,6.21,24.84
486,43,574,6,2024-06-08,3,6.21,18.63
487,11,526,2,2023-03-04,5,497.06,2485.3
488,26,440,9,2024-03-06,3,347.15,1041.45
489,38,972,16,2024-04-19,5,23.93,119.65
490,1,921,5,2023-05-30,2,107.48,214.96
491,47,803,16,2023-09-16,3,163.54,490.62
492,14,230,10,2023-09-23,3,118.89,356.67
493,39,108,8,2024-06-21,1,391.69,391.69
494,17,929,5,2024-08-25,3,20.05,60.15
495,6,212,13,2023-01-09,3,382.22,1146.66
496,20,207,16,2024-02-05,4,286.8,1147.2
497,48,785,5,2023-07-26,3,194.93,584.79
498,23,441,9,2024-07-27,3,259.5,778.5
499,20,244,12,2023-02-03,3,286.8,860.4
500,9,150,4,2023-09-16,4,226.05,904.2
501,11,129,1,2024-02-04,5,497.06,2485.3
502,33,907,12,2023-03-03,5,269.05,1345.25
503,5,45,1,2023-01-19,1,107.02,107.02
504,42,308,6,2024-09-13,2,147.62,295.24
505,30,393,18,2024-01-30,1,193.36,193.36
506,10,7,16,2024-06-20,3,122.08,366.24
507,34,821,12,2023-03-11,1,418.02,418.02
508,24,916,18,2024-06-06,1,447.75,447.75
509,20,229,17,2023-06-18,4,286.8,1147.2
510,12,721,16,2024-03-31,2,78.4,156.8
511,36,948,18,2023-02-24,2,488.38,976.76
512,3,182,2,2024-04-20,5,276.91,1384.55
513,44,421,19,2023-10-28,5,472.09,2360.45
514,38,251,11,2024-06-08,3,23.93,71.79
515,31,264,2,2023-09-26,3,249.7,749.1
516,6,396,15,2023-07-14,5,382.22,1911.1
517,45,69,6,2023-09-26,5,189.04,945.2
518,39,377,2,2023-08-21,2,391.69,783.38
519,4,632,20,2023-08-01,4,315.3,1261.2
520,24,3,2,2023-01-20,3,447.75,1343.25
521,1,531,4,2024-01-12,5,107.48,537.4
522,48,435,9,2024-11-05,4,194.93,779.72
523,44,443,16,2024-03-10,5,472.09,2360.45
524,20,15,10,2023-06-13,2,286.8,573.6
525,9,961,18,2024-10-17,1,226.05,226.05
526,43,852,19,2023-09-29,2,6.21,12.42
527,3,832,1,2023-03-07,2,276.91,553.82
528,2,966,14,2024-10-29,3,138.27,414.81
529,29,588,12,2023-07-11,4,28.27,113.08
530,13,392,18,2023-08-08,2,183.21,366.42
531,50,868,17,2024-03-30,1,351.37,351.37
532,20,443,20,2024-05-20,4,286.8,1147.2
533,44,189,11,2023-03-16,1,472.09,472.09
534,15,622,12,2023-05-01,5,170.46,852.3
535,24,532,13,2023-04-09,5,447.75,2238.75
536,32,232,8,2023-08-29,2,385.42,770.84
537,39,702,4,2023-04-07,4,391.69,1566.76
538,43,643,14,2024-10-13,4,6.21,24.84
539,14,87,11,2024-11-18,5,118.89,594.45
540,32,179,15,2024-12-01,5,385.42,1927.1
541,28,346,8,2023-06-27,2,406.72,813.44
542,48,126,11,2024-05-04,5,194.93,974.65
543,41,195,3,2023-02-28,3,172.46,517.38
544,45,49,15,2024-03-09,3,189.04,567.12
545,16,494,11,2023-03-08,3,170.47,511.41
546,10,848,6,2023-10-22,2,122.08,244.16
547,50,945,16,2024-11-03,4,351.37,1405.48
548,33,109,3,2024-08-24,5,269.05,1345.25
549,28,363,10,2024-02-22,4,406.72,1626.88
550,17,397,7,2023-05-23,5,20.05,100.25
